Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Total_Sales,Critic_Score,User_Score
Roary the Racing Car,DS,2009,Misc,Avanquest,0.0,0.08,0.0,0.01,0.09,,
Yu-Gi-Oh! 5D's Wheelie Breakers,Wii,2009,Racing,Konami Digital Entertainment,0.09,0.01,0.0,0.01,0.10999999999999999,,
FIFA Soccer 11,PS2,2010,Sports,Electronic Arts,0.11,0.29,0.0,0.36,0.76,,6.6
Xenoblade Chronicles X,WiiU,2015,Role-Playing,Nintendo,0.36,0.28,0.14,0.06,0.8400000000000001,84.0,8.9
Pikmin,GC,2001,Strategy,Nintendo,0.78,0.25,0.56,0.04,1.6300000000000001,89.0,8.7
UEFA Euro 2016,PS3,2016,Sports,Konami Digital Entertainment,0.0,0.08,0.02,0.01,0.11,,
Tiger Woods PGA Tour 14,PS3,2013,Sports,Electronic Arts,0.16,0.15,0.0,0.07,0.38,,
Street Fighter Alpha 3,GBA,2002,Fighting,Capcom,0.11,0.04,0.0,0.0,0.15,83.0,7.8
Yu Yu Hakusho Ghost Files: Spirit Detective,GBA,2003,Action,Atari,0.21,0.08,0.0,0.01,0.3,,
Condemned 2: Bloodshot,PS3,2008,Action,Sega,0.17,0.16,0.0,0.07,0.4,,
Umineko no Naku Koro ni: Majo to Suiri no Rinbukyoku,PS3,2010,Adventure,Alchemist,0.0,0.0,0.02,0.0,0.02,,
Metal Gear Solid 2: Sons of Liberty,PS2,2001,Action,Konami Digital Entertainment,2.45,2.01,0.87,0.72,6.05,96.0,8.7
SimCity DS,DS,2007,Simulation,Electronic Arts,0.33,0.03,0.21,0.03,0.6,,
Samurai Warriors Chronicles 2nd,3DS,2012,Action,Ubisoft Annecy,0.0,0.0,0.1,0.0,0.1,,
All-Star Baseball 2004,XB,2003,Sports,Acclaim Entertainment,0.1,0.03,0.0,0.0,0.13,74.0,8.4
Tigger's Honey Hunt,N64,2000,Platform,Ubisoft,0.16,0.04,0.0,0.0,0.2,,
Fast & Furious: Showdown,PS3,2013,Action,Activision,0.0,0.03,0.0,0.0,0.03,,
World of Warcraft: The Burning Crusade,PC,2007,Role-Playing,Activision,2.57,1.52,0.0,0.0,4.09,91.0,7.9
Ozzy & Drix,GBA,2003,Platform,Midway Games,0.01,0.0,0.0,0.0,0.01,,
The Simpsons Game,DS,2007,Action,Electronic Arts,0.57,0.79,0.0,0.17,1.5299999999999998,,
CyberTiger,N64,2000,Sports,Electronic Arts,0.05,0.01,0.0,0.0,0.060000000000000005,,
WRC 5: FIA World Rally Championship,XOne,2015,Sports,Bigben Interactive,0.0,0.01,0.0,0.0,0.01,,
Lips: Number One Hits,X360,2009,Misc,Microsoft Game Studios,0.15,0.35,0.0,0.07,0.5700000000000001,,
Madden NFL 09,DS,2008,Sports,Electronic Arts,0.3,0.0,0.0,0.03,0.32999999999999996,,
NASCAR 2011: The Game,X360,2011,Racing,Activision,0.29,0.0,0.0,0.02,0.31,62.0,4.1
Busy Scissors,DS,2010,Simulation,Little Orbit,0.06,0.0,0.0,0.0,0.06,,
The Chronicles of Riddick: Assault on Dark Athena,PS3,2009,Shooter,Vivendi Games,0.12,0.1,0.0,0.04,0.26,,
LEGO Friends,3DS,2013,Action,Warner Bros. Interactive Entertainment,0.0,0.04,0.0,0.0,0.04,43.0,8.3
Nostalgia,DS,2008,Role-Playing,Tecmo Koei,0.16,0.0,0.02,0.01,0.19,72.0,7.6
Exhibition Volume 02,XB,2003,Misc,Microsoft Game Studios,0.13,0.04,0.0,0.01,0.18000000000000002,,
Ys: The Ark of Napishtim,PSP,2006,Role-Playing,Konami Digital Entertainment,0.04,0.0,0.0,0.0,0.04,64.0,7.3
Breakout,PS,1999,Puzzle,Hasbro Interactive,0.06,0.04,0.0,0.01,0.11,,
Hellgate: London,PC,2007,Role-Playing,Electronic Arts,0.0,0.02,0.0,0.0,0.02,70.0,6.3
Elminage Original: Majo to Megami to Kamigami no Yubiwa,PSP,2011,Role-Playing,Starfish,0.0,0.0,0.02,0.0,0.02,,
Wheel of Fortune: 2nd Edition,PS,2000,Misc,Hasbro Interactive,0.23,0.16,0.0,0.03,0.42000000000000004,,
Atlantis,2600,1981,Shooter,Imagic,1.18,0.08,0.0,0.01,1.27,,
Katamari Damacy,PS2,2004,Puzzle,Namco Bandai Games,0.47,0.02,0.17,0.08,0.74,86.0,9.0
The Urbz: Sims in the City,XB,2004,Simulation,Electronic Arts,0.22,0.11,0.0,0.01,0.34,70.0,6.5
NHL 15,PS3,2014,Sports,Electronic Arts,0.21,0.11,0.0,0.06,0.38,,
Dragon Warrior I&II,GB,1999,Role-Playing,Enix Corporation,0.0,0.0,0.77,0.0,0.77,,
FIFA Soccer 06,PS2,2005,Sports,Electronic Arts,0.78,2.55,0.04,0.84,4.21,80.0,7.8
Need for Speed Carbon,GC,2006,Racing,Electronic Arts,0.27,0.07,0.0,0.01,0.35000000000000003,75.0,7.8
XCOM: Enemy Unknown,PC,2012,Strategy,Take-Two Interactive,0.26,0.36,0.0,0.1,0.72,,
Bae Yong-joon to Manabu Kankokugo DS,DS,2009,Misc,D3Publisher,0.0,0.0,0.03,0.0,0.03,,
Midnight Club: Street Racing,PS2,2000,Racing,Take-Two Interactive,2.0,0.47,0.02,0.14,2.63,78.0,7.8
64 de Hakken! Tamagotchi Minna de Tamagotchi World,N64,1997,Misc,Namco Bandai Games,0.0,0.0,0.22,0.0,0.22,,
L.A. Noire,PS3,2011,Adventure,Take-Two Interactive,1.27,1.33,0.12,0.51,3.2300000000000004,,
Call of Duty: Modern Warfare 3: Defiance,DS,2011,Shooter,Activision,0.21,0.07,0.0,0.02,0.30000000000000004,,
Tetris Attack,GB,1996,Puzzle,Nintendo,0.0,0.0,0.23,0.0,0.23,,
Tenchu: Wrath of Heaven,PS2,2003,Action,Activision,0.44,0.34,0.25,0.11,1.1400000000000001,79.0,8.4
SingStar Summer Party,PS2,2008,Misc,Sony Computer Entertainment,0.0,0.06,0.0,0.48,0.54,,
Commandos 2: Men of Courage,PS2,2002,Strategy,Eidos Interactive,0.09,0.07,0.0,0.02,0.18,67.0,6.8
I Love Puppies,DS,2010,Simulation,Destineer,0.09,0.0,0.0,0.01,0.09999999999999999,,
Discworld,PS,1994,Adventure,Psygnosis,0.04,0.02,0.0,0.0,0.06,,
Marvel vs. Capcom: Clash of Super Heroes,PS,1999,Fighting,Capcom,0.43,0.3,0.0,0.05,0.78,,
The King of Fighters Kyo,PS,1998,Fighting,SNK Playmore,0.0,0.0,0.04,0.0,0.04,,
Need for Speed Carbon,Wii,2006,Racing,Electronic Arts,0.46,0.66,0.02,0.15,1.29,,
Glory of Heracles,DS,2008,Role-Playing,Nintendo,0.2,0.0,0.08,0.01,0.29000000000000004,,
Animal Genius,DS,2007,Puzzle,Ubisoft,0.11,0.0,0.0,0.01,0.12,,
NBA ShootOut 2000,PS,1999,Sports,989 Studios,0.22,0.15,0.0,0.03,0.4,,
Pokemon Box: Ruby & Sapphire,GC,2003,Misc,Nintendo,0.0,0.0,0.27,0.01,0.28,,
IHRA Drag Racing 2,PS2,2002,Racing,Bethesda Softworks,0.64,0.5,0.0,0.17,1.31,,7.4
S.T.A.L.K.E.R.: Clear Sky,PC,2008,Shooter,Deep Silver,0.0,0.03,0.0,0.01,0.04,75.0,7.7
Wizards of Waverly Place,DS,2009,Misc,Disney Interactive Studios,0.59,0.2,0.0,0.08,0.87,58.0,
Battle Arena Toshinden 3,PS,1996,Fighting,Sony Computer Entertainment,0.06,0.04,0.14,0.02,0.26,,
Dora's Big Birthday Adventure,Wii,2010,Misc,Take-Two Interactive,0.1,0.01,0.0,0.01,0.12,,
Jake Power: Fireman,DS,2008,Adventure,Ubisoft,0.08,0.35,0.0,0.06,0.49,,
F1 ROC: Race of Champions,SNES,1992,Sports,Ocean,0.0,0.0,0.28,0.0,0.28,,
Madden NFL 2000,PS,1998,Sports,Electronic Arts,1.68,0.04,0.0,0.04,1.76,,
Metal Fight Beyblade: Bakugami Susanoh Shuurai!,DS,2010,Action,Hudson Soft,0.0,0.0,0.05,0.0,0.05,,
Portal 2,X360,2011,Shooter,Valve Software,1.41,0.51,0.01,0.17,2.1,,
One Piece Unlimited Cruise 2: Awakening of a Hero,Wii,2009,Action,Namco Bandai Games,0.0,0.1,0.17,0.02,0.29000000000000004,,
MLB 14: The Show,PS3,2014,Sports,Sony Computer Entertainment America,0.35,0.0,0.0,0.04,0.38999999999999996,,
Jonny Moseley Mad Trix,PS2,2001,Sports,3DO,0.07,0.05,0.0,0.02,0.14,44.0,5.7
Interactive Storybook DS Series 1,DS,2007,Misc,Tommo,0.06,0.0,0.0,0.0,0.06,,
NBA Live 15,PS4,2014,Sports,Electronic Arts,0.15,0.04,0.0,0.04,0.23,,
Brave Fencer Musashi,PS,1998,Role-Playing,SquareSoft,0.25,0.17,0.65,0.07,1.1400000000000001,81.0,8.5
Cyber Sled,PS,1995,Action,Sony Computer Entertainment,0.0,0.0,0.13,0.01,0.14,,
Just Dance 2014,X360,2013,Misc,Ubisoft,0.72,0.19,0.0,0.07,0.98,,
InuYasha: A Feudal Fairy Tale,PS,2002,Fighting,Namco Bandai Games,0.0,0.0,0.1,0.01,0.11,69.0,9.0
Hello Kitty: Birthday Adventures,DS,2010,Adventure,Namco Bandai Games,0.06,0.11,0.0,0.02,0.18999999999999997,,
Juiced: Eliminator,PSP,2006,Racing,THQ,0.11,0.2,0.0,0.12,0.43,65.0,8.2
The IdolM@ster: Gravure For You! Vol. 6,PS3,2012,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,,
Call of Duty: Modern Warfare 2,PS3,2009,Shooter,Activision,4.99,3.69,0.38,1.63,10.690000000000001,,
Danganronpa Another Episode: Ultra Despair Girls,PSV,2014,Action,Nippon Ichi Software,0.1,0.03,0.12,0.04,0.29,,
Vanquish,X360,2010,Shooter,Sega,0.19,0.17,0.03,0.04,0.43,,
Darklight Conflict,PS,1997,Simulation,Electronic Arts,0.02,0.01,0.0,0.0,0.03,,
Puss in Boots,Wii,2011,Action,THQ,0.19,0.01,0.0,0.01,0.21000000000000002,,
Disney Infinity 2.0: Marvel Super Heroes,XOne,2014,Action,Disney Interactive Studios,0.24,0.15,0.0,0.03,0.42000000000000004,,
Theatre Of War,PC,2007,Strategy,Kalypso Media,0.0,0.01,0.0,0.0,0.01,66.0,6.2
Secret Service,X360,2008,Action,Activision Value,0.04,0.0,0.0,0.0,0.04,,5.5
Senran Kagura: Bon Appétit!,PSV,2014,Misc,Marvelous Entertainment,0.0,0.0,0.03,0.0,0.03,,
Ski-Doo Snowmobile Challenge,Wii,2009,Racing,Valcon Games,0.08,0.0,0.0,0.01,0.09,,
SSX Tricky,GBA,2002,Sports,Electronic Arts,0.14,0.05,0.0,0.0,0.19,66.0,
Monster Jam,PS2,2007,Racing,Activision,0.12,0.09,0.0,0.03,0.24,,5.9
Cross Edge Dash,X360,2009,Role-Playing,Compile Heart,0.0,0.0,0.01,0.0,0.01,,
Imagine: Party Babyz,Wii,2008,Simulation,Ubisoft,0.34,0.02,0.0,0.03,0.39,,
Disney's DuckTales,NES,1989,Platform,Capcom,0.91,0.3,0.42,0.04,1.67,,
Digimon Rumble Arena 2,XB,2004,Fighting,Atari,0.01,0.0,0.0,0.0,0.01,65.0,8.8
Link's Crossbow Training,Wii,2007,Shooter,Nintendo,3.06,1.18,0.29,0.46,4.99,,
Virtua Tennis 4,X360,2011,Sports,Sega,0.11,0.1,0.01,0.02,0.24000000000000002,,
Kobitodzukan: Kobito Kansatsu Set,3DS,2012,Misc,Nippon Columbia,0.0,0.0,0.28,0.0,0.28,,
Imagine: Music Fest,DS,2009,Simulation,Ubisoft,0.15,0.0,0.0,0.01,0.16,,
300: March to Glory,PSP,2007,Action,Warner Bros. Interactive Entertainment,0.27,0.08,0.0,0.06,0.41000000000000003,,
Grid Runner,PS,1996,Action,Virgin Interactive,0.02,0.01,0.0,0.0,0.03,,
Super Bomberman 2,SNES,1994,Puzzle,Hudson Soft,0.0,0.0,0.81,0.0,0.81,,
The Evil Within,PS4,2014,Action,Bethesda Softworks,0.55,0.84,0.11,0.31,1.8100000000000003,,
Armored Core V,PS3,2012,Simulation,Namco Bandai Games,0.09,0.04,0.24,0.02,0.39,65.0,7.3
Cabela's North American Adventures,Wii,2010,Sports,Activision,0.19,0.0,0.0,0.01,0.2,,
Devil May Cry HD Collection,PS3,2012,Action,Capcom,0.42,0.21,0.11,0.1,0.84,,
Blades of Time,PS3,2012,Action,Konami Digital Entertainment,0.04,0.03,0.01,0.01,0.09,53.0,7.2
God of War III,PS4,2015,Action,Sony Computer Entertainment,0.23,0.29,0.01,0.1,0.63,,
Monster High: New Ghoul in School,3DS,2015,Action,Little Orbit,0.0,0.03,0.0,0.0,0.03,,
Batman: Arkham City,WiiU,2012,Action,Warner Bros. Interactive Entertainment,0.17,0.18,0.0,0.03,0.38,,
4x4 EVO 2,XB,2001,Racing,Gathering of Developers,0.18,0.05,0.0,0.01,0.24,59.0,6.2
Kurogane Kaikitan,PSV,2015,Adventure,Minato Station,0.0,0.0,0.01,0.0,0.01,,
Double Dragon,2600,1989,Action,Activision,0.45,0.02,0.0,0.01,0.48000000000000004,,
Instant Brain,X360,2011,Adventure,Cave,0.0,0.0,0.01,0.0,0.01,,
Bomberman 2,DS,2008,Puzzle,Hudson Soft,0.0,0.01,0.0,0.0,0.01,,
Sleeping Dogs,PS4,2014,Action,Square Enix,0.16,0.2,0.0,0.07,0.43,,
Alien Hominid,PS2,2004,Shooter,Zoo Digital Publishing,0.05,0.04,0.0,0.01,0.09999999999999999,78.0,8.3
Dragon Ball Z Hyper Dimension,SNES,1995,Fighting,Namco Bandai Games,0.0,0.0,0.21,0.0,0.21,,
Treasure World,DS,2009,Simulation,Aspyr,0.19,0.0,0.0,0.01,0.2,,
Killer is Dead,X360,2013,Action,Deep Silver,0.08,0.02,0.01,0.01,0.12,64.0,7.2
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.1,PS3,2015,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,,
Star X,GBA,2002,Shooter,BAM! Entertainment,0.03,0.01,0.0,0.0,0.04,60.0,
Madden NFL 07,PS3,2006,Sports,Electronic Arts,0.47,0.0,0.01,0.04,0.52,76.0,4.2
Tiger Woods PGA Tour 2004,PS2,2003,Sports,Electronic Arts,1.18,0.34,0.0,0.1,1.62,89.0,8.8
Street Fighter Alpha 2,SNES,1996,Fighting,Nintendo,0.0,0.0,0.17,0.0,0.17,,
Super Mario Bros.: The Lost Levels,NES,1986,Platform,Nintendo,0.0,0.0,2.65,0.0,2.65,,
Grease Dance,PS3,2011,Misc,505 Games,0.05,0.02,0.0,0.01,0.08,,
Kamen Rider: Battride War,PS3,2013,Action,Namco Bandai Games,0.0,0.0,0.19,0.0,0.19,,
Soul Bubbles,DS,2008,Puzzle,Eidos Interactive,0.05,0.02,0.0,0.01,0.08,78.0,8.0
Natural Doctrine,PS4,2014,Role-Playing,Nippon Ichi Software,0.05,0.02,0.02,0.01,0.1,53.0,6.0
SoulCalibur IV,PS3,2008,Fighting,Ubisoft,0.72,0.41,0.14,0.2,1.47,,
X-Men: Destiny,X360,2011,Action,Activision,0.18,0.05,0.0,0.02,0.24999999999999997,,
Imagine: Salon Stylist,DS,2009,Simulation,Ubisoft,0.24,0.11,0.0,0.04,0.38999999999999996,,
Pure,PS3,2008,Racing,Disney Interactive Studios,0.42,0.33,0.0,0.14,0.89,83.0,7.8
Xenosaga Episode II: Jenseits von Gut und Böse,PS2,2004,Role-Playing,Sony Computer Entertainment,0.28,0.22,0.0,0.07,0.5700000000000001,,
"Sakura Wars: So Long, My Love",Wii,2010,Role-Playing,Ackkstudios,0.06,0.04,0.0,0.01,0.11,,
Mario Golf: Toadstool Tour,GC,2003,Sports,Nintendo,1.09,0.15,0.25,0.04,1.53,81.0,8.0
Cities in Motion Collection,PC,2011,Simulation,Unknown,0.0,0.02,0.0,0.0,0.02,,
Dragon Ball Z: Ultimate Tenkaichi,PS3,2011,Fighting,Namco Bandai Games,0.27,0.18,0.09,0.08,0.62,,
The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,PS2,2004,Action,THQ,0.24,0.19,0.0,0.06,0.49,65.0,7.3
Cake Mania: In The Mix!,Wii,2008,Puzzle,Majesco Entertainment,0.14,0.0,0.0,0.01,0.15000000000000002,,
Colin McRae Rally 2.0,GBA,2002,Racing,Codemasters,0.02,0.01,0.0,0.0,0.03,80.0,
Mind over Matter,DS,2010,Puzzle,505 Games,0.02,0.0,0.0,0.0,0.02,,
101-in-1 Sports Party Megamix,Wii,2010,Sports,Nordcurrent,0.02,0.0,0.0,0.0,0.02,41.0,
Triple Play 98,PS,1997,Sports,Electronic Arts,0.61,0.42,0.0,0.07,1.1,,
Backstreet Billiards,PS,1998,Misc,ASCII Entertainment,0.19,0.13,0.0,0.02,0.34,,
Hidden Mysteries: Salem Secrets - Witch Trials of 1692,DS,2010,Puzzle,Astragon,0.09,0.04,0.0,0.01,0.14,,
Lego Star Wars: The Force Awakens,3DS,2016,Action,Warner Bros. Interactive Entertainment,0.02,0.04,0.0,0.0,0.06,,
Let's Dance with Mel B,Wii,2011,Sports,Black Bean Games,0.0,0.02,0.0,0.0,0.02,,
Genkai Totsuki Moero Chronicle,PSV,2014,Role-Playing,Compile Heart,0.0,0.0,0.08,0.0,0.08,,
Puchi Puchi Virus,DS,2007,Puzzle,Jaleco,0.08,0.0,0.0,0.01,0.09,,
Trivial Pursuit unhinged,PS2,2004,Misc,Atari,0.09,0.07,0.0,0.02,0.18,51.0,
Higurashi no Naku Koro ni Matsuri: Kakera Asobi,PS2,2007,Adventure,Alchemist,0.0,0.0,0.07,0.0,0.07,,
Sekai no Gohan Shaberu! DS Oryouri Navi,DS,2008,Misc,Nintendo,0.0,0.0,0.04,0.0,0.04,,
Moshi Monsters: Katsuma Unleashed,3DS,2013,Action,Activision,0.03,0.04,0.0,0.0,0.07,,
Farming Simulator 2013,PS3,2013,Simulation,Focus Home Interactive,0.0,0.1,0.02,0.04,0.16,,
Persona 2: Eternal Punishment,PSP,2012,Role-Playing,Atlus,0.0,0.0,0.05,0.0,0.05,,
Tom Clancy's Ghost Recon 2,PS2,2004,Shooter,Ubisoft,0.64,0.34,0.0,0.1,1.08,58.0,6.0
Little Battlers eXperience W,PSV,2012,Role-Playing,Level 5,0.0,0.0,0.04,0.0,0.04,,
SoulCalibur V,PS3,2012,Fighting,Namco Bandai Games,0.35,0.24,0.07,0.1,0.7599999999999999,,
Xenosaga Episode I: Der Wille zur Macht,PS2,2002,Role-Playing,Namco Bandai Games,0.63,0.49,0.45,0.17,1.74,83.0,8.7
Dead to Rights: Retribution,X360,2010,Shooter,Namco Bandai Games,0.11,0.08,0.0,0.02,0.21,61.0,7.0
NCAA March Madness 08,X360,2007,Sports,Electronic Arts,0.2,0.0,0.0,0.02,0.22,69.0,
Wasteland 2,PC,2015,Role-Playing,inXile Entertainment,0.02,0.06,0.0,0.01,0.09,,
Mystery Legends: Beauty and the Beast,PC,2012,Puzzle,Focus Multimedia,0.0,0.01,0.0,0.0,0.01,,
Age of Empires Online,PC,2011,Strategy,Microsoft Game Studios,0.01,0.04,0.0,0.01,0.060000000000000005,70.0,5.6
Beowulf: The Game,PS3,2007,Action,Ubisoft,0.14,0.01,0.0,0.01,0.16000000000000003,51.0,5.2
Superbike 2000,PS,1999,Racing,Electronic Arts,0.15,0.1,0.0,0.02,0.27,,
Yoshi,GB,1991,Puzzle,Nintendo,0.0,0.0,0.73,0.0,0.73,,
Payday 2,PS4,2015,Shooter,505 Games,0.09,0.14,0.0,0.04,0.27,,
Star Fox Command,DS,2006,Shooter,Nintendo,0.39,0.01,0.1,0.04,0.54,,
Ultimate Fighting Championship,PS,2000,Fighting,Ubisoft,0.14,0.09,0.0,0.02,0.25,53.0,7.4
Disney Tangled,Wii,2010,Action,Disney Interactive Studios,0.47,0.17,0.0,0.05,0.6900000000000001,,
Mobile Light Force 2,PS2,2002,Shooter,Taito,0.05,0.04,0.0,0.01,0.09999999999999999,59.0,
FIFA Soccer 2003,PS2,2002,Sports,Electronic Arts,0.46,2.28,0.05,0.61,3.3999999999999995,88.0,6.7
Natsuiro no Sunadokei,PS2,2002,Adventure,Princess Soft,0.0,0.0,0.02,0.0,0.02,,
WWE All Stars,PS2,2011,Fighting,THQ,0.05,0.04,0.0,0.01,0.09999999999999999,,3.4
Exhibition Volume 6,XB,2004,Misc,Microsoft Game Studios,0.01,0.0,0.0,0.0,0.01,,
Gotouchi Tetsudou: Gotouchi Chara to Nihon Zenkoku no Tabi,WiiU,2014,Misc,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,,
Steins;Gate: Hiyoku Renri no Darling,PSP,2012,Action,5pb,0.0,0.0,0.06,0.0,0.06,,
Just Dance 2016,XOne,2015,Misc,Ubisoft,0.24,0.04,0.0,0.03,0.30999999999999994,,
Battle Stadium D.O.N,PS2,2006,Fighting,Namco Bandai Games,0.0,0.0,0.15,0.0,0.15,,
Ford Mustang: The Legend Lives,PS2,2005,Racing,Take-Two Interactive,0.14,0.11,0.0,0.04,0.29,58.0,7.3
Little Deviants,PSV,2011,Platform,Sony Computer Entertainment,0.15,0.13,0.0,0.05,0.33,,
Finding Nemo,GBA,2003,Action,THQ,1.59,1.05,0.04,0.14,2.8200000000000003,,7.0
Mario & Sonic at the Olympic Games,Wii,2007,Sports,Sega,2.58,3.9,0.66,0.91,8.05,,
Driver 2 Advance,GBA,2002,Action,Atari,0.25,0.09,0.0,0.01,0.35,73.0,6.6
iCarly,DS,2009,Adventure,Activision,0.67,0.01,0.0,0.05,0.7300000000000001,,
Cory in the House,DS,2007,Action,Disney Interactive Studios,0.11,0.0,0.0,0.01,0.12,,
Treasure Hunter G,SNES,1996,Role-Playing,SquareSoft,0.0,0.0,0.2,0.0,0.2,,
Evil Dead: Hail to the King,PS,2000,Adventure,THQ,0.15,0.1,0.0,0.02,0.27,51.0,6.0
Bravo Air Race,PS,1997,Racing,THQ,0.08,0.05,0.0,0.01,0.14,,
Onechanbara: Bikini Zombie Slayers,Wii,2008,Action,D3Publisher,0.11,0.0,0.0,0.01,0.12,55.0,8.0
MotoGP 09/10,X360,2010,Racing,Capcom,0.07,0.09,0.0,0.02,0.18,69.0,5.7
Summer Sports 2: Island Sports Party,Wii,2008,Sports,Ubisoft,0.24,0.0,0.0,0.02,0.26,,
Littlest Pet Shop: Beach Friends,DS,2009,Simulation,Electronic Arts,0.25,0.0,0.0,0.02,0.27,,
Wing Arms,SAT,1994,Shooter,Sega,0.0,0.0,0.2,0.0,0.2,,
Samurai Warriors 4-II,PS4,2015,Action,Tecmo Koei,0.03,0.02,0.06,0.01,0.12,73.0,7.3
Inversion,PS3,2012,Shooter,Namco Bandai Games,0.03,0.03,0.0,0.01,0.06999999999999999,56.0,5.4
Guitar Hero III: Legends of Rock,PC,2007,Misc,Aspyr,0.01,0.0,0.0,0.0,0.01,,
Power Pro Success Legends,PSP,2010,Sports,Konami Digital Entertainment,0.0,0.0,0.06,0.0,0.06,,
Dramatic Dungeon: Sakura Wars - Kimi Arugatame,DS,2008,Role-Playing,Sega,0.0,0.0,0.05,0.0,0.05,,
Echo Night Beyond,PS2,2004,Adventure,Indie Games,0.02,0.01,0.0,0.0,0.03,60.0,8.8
Intelligent Qube,PS,1997,Puzzle,Sony Computer Entertainment,0.13,0.07,1.0,0.02,1.22,,
NFL Blitz 2001,N64,2000,Sports,Midway Games,0.34,0.07,0.0,0.0,0.41000000000000003,,
Donkey Konga 2,GC,2004,Misc,Nintendo,0.3,0.08,0.0,0.01,0.39,69.0,6.0
Evil Dead: Regeneration,PS2,2005,Action,THQ,0.1,0.08,0.0,0.03,0.21,68.0,8.5
Tiger Woods PGA Tour 11,X360,2010,Sports,Electronic Arts,0.28,0.2,0.0,0.05,0.53,,
World of Warcraft: Legion,PC,2016,Role-Playing,Activision,0.14,0.12,0.0,0.02,0.28,,
Spider-Man 2,DS,2004,Action,Activision,0.41,0.02,0.03,0.04,0.49999999999999994,61.0,5.0
Rango: The Video Game,X360,2011,Action,Electronic Arts,0.06,0.06,0.0,0.01,0.13,68.0,8.0
CSI: Fatal Conspiracy,X360,2010,Adventure,Ubisoft,0.11,0.04,0.0,0.01,0.16,42.0,4.8
SimCity 4,PC,2003,Simulation,Electronic Arts,0.01,0.24,0.0,0.05,0.3,,
Planescape: Torment,PC,1998,Role-Playing,Interplay,0.01,0.02,0.0,0.01,0.04,,
WCW vs the World,PS,1998,Fighting,THQ,1.17,0.2,0.04,0.05,1.46,,
Chocobo no Fushigi Dungeon for WonderSwan,WS,1999,Role-Playing,Namco Bandai Games,0.0,0.0,0.18,0.0,0.18,,
Darksiders,PS3,2010,Action,THQ,0.01,0.01,0.0,0.0,0.02,,
Pac-Pix,DS,2005,Puzzle,Namco Bandai Games,0.16,0.0,0.1,0.01,0.27,71.0,7.1
Fighter Maker 2,PS2,2002,Fighting,Enterbrain,0.03,0.03,0.0,0.01,0.06999999999999999,58.0,7.8
Otogirisou,SNES,1992,Adventure,ChunSoft,0.0,0.0,0.16,0.0,0.16,,
Buffy the Vampire Slayer: Wrath of the Darkhul King,GBA,2003,Action,THQ,0.02,0.01,0.0,0.0,0.03,44.0,8.6
Mega Man Anniversary Collection,XB,2005,Platform,Capcom,0.1,0.03,0.0,0.0,0.13,80.0,9.2
Rudolph the Red-Nosed Reindeer,Wii,2010,Action,Crave Entertainment,0.15,0.0,0.0,0.01,0.16,,
Final Fantasy V,SNES,1992,Role-Playing,SquareSoft,0.0,0.0,2.43,0.02,2.45,,
Valkyria Chronicles,PS3,2008,Role-Playing,Sega,0.71,0.2,0.24,0.13,1.2799999999999998,,
The Price is Right 2010 Edition,DS,2009,Misc,Ubisoft,0.12,0.0,0.0,0.01,0.13,,
The Incredible Hulk,PS3,2008,Action,Sega,0.22,0.03,0.0,0.03,0.28,,
Avatar: The Last Airbender - Into the Inferno,PS2,2008,Adventure,THQ,0.12,0.09,0.0,0.03,0.24,,
ESPN Winter X-Games: Snowboarding 2002,GBA,2000,Sports,Konami Digital Entertainment,0.05,0.02,0.0,0.0,0.07,,
Sakura Wars 1 & 2,PSP,2006,Strategy,Sega,0.0,0.0,0.02,0.0,0.02,,
Theme Hospital,PC,1997,Strategy,Electronic Arts,2.3,0.1,0.0,0.0,2.4,,9.0
LEGO Indiana Jones: The Original Adventures,Wii,2008,Action,LucasArts,1.54,0.63,0.0,0.22,2.39,,
Shin Megami Tensei: Devil Summoner,SAT,1995,Role-Playing,Atlus,0.0,0.0,0.38,0.0,0.38,,
DS Kageyama Method: Dennou Hanpuku - Masu x Masu Hyaku Masu Keisan,DS,2006,Misc,Shogakukan,0.0,0.0,0.2,0.0,0.2,,
Gothic Universe,PC,2007,Role-Playing,JoWood Productions,0.0,0.03,0.0,0.01,0.04,,7.9
Pokémon Yellow: Special Pikachu Edition,GB,1998,Role-Playing,Nintendo,5.89,5.04,3.12,0.59,14.64,,
The Smurfs: Dance Party,Wii,2011,Misc,Ubisoft,0.22,0.04,0.0,0.02,0.28,,
Cooking Mama 4: Kitchen Magic!,3DS,2011,Simulation,505 Games,0.5,0.07,0.0,0.04,0.6100000000000001,,
The Rise of the Argonauts,PS3,2008,Role-Playing,Codemasters,0.05,0.12,0.0,0.03,0.19999999999999998,,
Re-Volt,PS,1998,Racing,Acclaim Entertainment,0.11,0.07,0.0,0.01,0.19,,
Go Play: City Sports,Wii,2009,Sports,Majesco Entertainment,0.08,0.0,0.0,0.01,0.09,,
Cars,PS2,2006,Racing,THQ,1.01,0.04,0.0,0.16,1.21,71.0,8.4
